SNO,Product_Variant,VOLUME,Price,BRAND,COUNTRY,Coutry of origin,Main_Category,Sub_Category,Sub_Sub_Category,SIZE,TYPES,Description
1775,LEVARIE SOAVE CLASSICO MASI_750ML,750,2795,MASI,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"<span lang=""EN-MY"" style=""font-size: 10pt; font-family: Arial, sans-serif;"">87
Points by The Wine Advocate (USA). Silver Medal In
Argentina Wine Awards 2010. 87 Points by Int. Value Wines Awards
2008, Bronze Medal by Decanter 2006., <span lang=""EN-MY"" style=""font-size: 10pt; font-family: Arial, sans-serif;"">Bright
Yellow Colour. Robust And Persistent Aromas of Flowers, Peaches, And Spices.
Balanced, Long and Fresh on The Palate., A yellow gold Viognier with honey and orange peel
in the nose. Unctuous and generous this is a good surprise. It adds a medium
length final."
1776,LINDEMANS PREMIER SELECTION CHARDONNAY_750ML,750,1850,LINDEMANS,AUSTRALIA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,
1777,LITTLE JAMES WHITE WINE_750ML,750,2795,LITTLE JAMES BASKET PRESS,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Le Mire Bianco, Toscana
IGT - elegant dry wine made from Trebbiano and Chardonnay grapes. The
berries grow on the clay soils of Tuscany. After harvesting, the berries
are sent to the winery, where they are fermented at a controlled low
temperature. Before bottling, the wine is filtered. The potential of
""Le Mire"" Bianco is 2-3 years., Wine seduces harmonious,
fresh, smooth taste with a slightly oily texture, pleasant acidity and a long
finish."
1778,LIVIO FELLUGA ILLIVIO_750ML,750,6300,LIVIO FELLUGA,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Les
Terroirs Chardonnay is made in the vineyards of the Comte Tolosan region in
South-West France. This delicious white wine has a seductive floral aroma. It
has a pale golden yellow colour. This wine has a wonderful flavour of juicy
apple and pear. The palate displays hints of exotic apple and pear, with a
balanced floral aroma and freshness. It is perfect for all occasions., Les
Terroirs Chardonnay is made in the vineyards of the Comte Tolosan region in
South-West France. This delicious white wine has a seductive floral aroma. It
has a pale golden yellow colour. This wine has a wonderful flavour of juicy
apple and pear. The palate displays hints of exotic apple and pear, with a
balanced floral aroma and freshness. It is perfect for all occasions."
1779,LOIMER KAMPTAL GRUNER VELTLINER_750ML,750,2995,LOIMER,AUSTRIA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"One of
the classics of the great Veronese tradition, made by Masi in a contemporary style., Soave
Levarìe is an evergreen white wine, delicate and original, made with the
traditional grapes of the Soave Classico region Garganega and Trebbiano in an
area with volcanic soil and a mild climate., Intense floral nose with
clear hints of wisteria flowers, together with bananas and pears. Strikingly
fresh on the palate, well balanced with good weight and structure. Dry and
refreshing on the finish."
1780,LOUIS JADOT CHABLIS_750ML,750,4990,LOUIS JADOT,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"A mild winter led to a warm and dry growing
season with early bud burst. It was relatively cool leading into vintage, which
commenced early as a result of normal crop levels and continuing dry
conditions. In mid-January, the season remained dry and relatively hot with
temperatures in the mid-40˚Cs, which continued until mid-February. Healthy leaf
canopies prevented the fruit from being affected by the sun, but the warm
conditions accelerated ripening. Rain came in mid-February, which delayed grape
harvesting and processing by about two weeks and was accompanied by cooler
weather. Despite the delay, 2014 proved ultimately to be another good vintage., Aromas of peach and stone fruits. Medium- full
bodied with stone fruits, integrated oak and a soft finish."
1781,LOUIS JADOT CHASSAGNE MONTRACHET WHITE_750ML,750,15900,LOUIS JADOT,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"The “Little James” wines are made by the iconic Rhone producer,
Saint Cosme.  The Saint Cosme property has been in the hands of the
Barruol family since 1490. Louis Barruol took over from his father in 1992
making a dramatic shift to quality and converting to biodynamics in 2010. 
 The estate is located north to the village of Gigondas and it the most
ancient estate in the region where the craft premium wines.  The “Little
James” range is their project in the Langudoc Rousillon, here the land is
relatively more affordable and the production rules often less stringent than
those of the classic wine appellations., The Basket Press white is a crowd favourite! This blend of
Viognier and Sauvignon Blanc is fresh and lightly aromatic with pronounced
flavours of candied lemon peel, tangerine and peach. Sauvignon Blanc brings
acidity to the blend while Viognier provides fleshiness and attractive notes of
stone fruit and flowers. Blending the two varieties results in an aromatic and
fresh-tasting wine that’s fun and affordable."
1782,LUIS FELIPE EDWARD SAUVIGNON BLANC_750ML,750,1650,LUIS FELIPE EDWARD,CHILE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"<strong><span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-weight: normal;'>Livio</strong><strong><span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'> </strong><strong><span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-weight: normal;'>felluga</strong><span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'> produces this sensational blend that praises the
denomination doc “<b><span style=""font-size:10.0pt""><strong style=""-webkit-tap-highlight-color: rgba(0, 0, 0, 0);""><span style='font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-weight: normal;'>friuli colli orientali</strong></b>,  bianco”. It is composed by <span style=""font-size: 10pt;""><strong style=""-webkit-tap-highlight-color: rgba(0, 0, 0, 0);""><span style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-weight: normal;"">pinot</strong><strong><span style=""background-image: initial;  </strong><strong><span style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-weight: normal;"">bianco</strong><strong><span style=""background-image: initial; ,</strong>,  <b style=""""><span style=""font-size:10.0pt""><strong style=""-webkit-tap-highlight-color: rgba(0, 0, 0, 0);""><span style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-weight: normal;"">chardonnay</strong></b>,  and <b style=""""><span style=""font-size:10.0pt""><strong style=""-webkit-tap-highlight-color: rgba(0, 0, 0, 0);""><span style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-weight: normal;"">picolit</strong></b>, . The vineyards are trained with guyot method on lands
characterized by marls and sandstones of eocenic origin.  This wine was
created in 1998 by the sons of livio felluga and it is dedicated to him for its
85th anniversary. It represents the personality of the “patriarch”, expressing
strength and elegance. The wine-making considers the elimination of stalks and
a brief period of maceration. After the soft pressing, the must is clarified
through static decanting. The fermentation is managed in small barrels made of
french oak at controlled temperature. It is followed by 10 months aging on
lees, in steel. After the bottling, the wine is stocked in thermo-conditioned
rooms., <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Intense straw yellow. Intriguing,
superb fusion of sweet and citrus notes, acacia flowers, lemon peel, yellow
peach pulp, candied citron, white musk, tamarind, subtle hints of white
chocolate and pepper. R<span style=""font-family: Arial;"">emarkable and fulfilling taste impact,
harmonious. Notes of lemon tart and vanilla bean combining with pleasantly
savory and creamy aromas. The grapes are carefully esteemed and
left to macerate for a short period. Next, the fruit is soft crushed. The must
obtained is then allowed to settle. The now-clarified must ferments at
controlled temperatures in small casks of French oak, where it matures for
about ten months. After fermentation, the wine was left on the lees in the
small oak casks for about ten months. The bottled wine was aged in
temperature-controlled binning cellars."
1783,LUTZVILLE CHARDONNAY_750ML,750,1452,LUTZVILLE,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Features a rich, minerally
core, with slightly creamy flavors of white plum and Gala apple. Lavender and
sweet spice notes linger on the well-defined finish. Drink now through 2025.
8,000 cases made; 1,000 cases imported., Pale yellow-green in colour, with lovely herbal aromas
combining with fresh green apple and white pepper notes on the nose. The crisp
palate has a vein of racy acidity that complements the predominantly herbal
character of the wine – so typical of the Gruner Veltliner grape."
1784,MAISON DU SUD SAUVIGNON BLANC_750ML,750,1895,MAISON DU SUD,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"The Louis Jabot Chablis has a
very nice golden yellow color. It is a lipid, bright and fresh wine, which
taste and bouquet develop relatively quickly. It should be served chilled, and
can be served with oysters, charcuterie and fried fish. It also goes very well
with goat’s cheese., Good vintage,
fresh, pale-yellow color, bright, Mellon, green apple flavors."
1785,MAN FAMILY CHENIN BLANC_750ML,750,1995,MAN FAMILY,SOUTH AFRICA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"A deeply colored, full-bodied
wine of depth and intensity with rich white fruit and toasted hazelnut aromas
and flavors and a persistent, earthy finish. An excellent companion to fish,
shellfish, veal and poultry, especially in cream sauces., A deeply colored, full-bodied
wine of depth and intensity with rich white fruit and toasted hazelnut aromas
and flavors and a persistent, earthy finish. An excellent companion to fish,
shellfish, veal and poultry, especially in cream sauces."
1786,MAN FAMILY PADSTAL CHARDONNAY_750ML,750,1995,MAN FAMILY,SOUTH AFRICA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This
wine has lots of green pepper, herbal notes and a refreshing limey acidity with
a touch of green fig and guava on the finish. Sauvignon Blanc grapes grown in
the cooler parts of the valley on the slopes away from the valley floor., This
wine has lots of green pepper, herbal notes and a refreshing limey acidity with
a touch of green fig and guava on the finish. Sauvignon Blanc grapes grown in
the cooler parts of the valley on the slopes away from the valley floor."
1787,MAN FAMILY WARRELWIND SAUVIGNON BLANC_750ML,750,1995,MAN FAMILY,SOUTH AFRICA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This elegant unwooded style, selected from two
different vineyard sites, shows aromas of yellow apple and white pear with
pineapple and creamy textured butterscotch on the palate. The two different
macroclimatic expressions curve the way for consumers to enjoy a trendy style,
linking both fruity notes with rich creaminess., Nice
refreshing and smooth. Wonderful concoction of pineapple, citrus fruits and
ripe apples."
